"id","breed_primary","breed_secondary","age","sex","name","size","original_state","final_state","file"
44859931,"Pit Bull Terrier",,"Adult","Female","Abby Meyer","Large","California","Washington","pitbull"
44688750,"Poodle",,"Adult","Male","Odie BB","Small","California","Washington","poodle"
44548885,"Shepherd","Pit Bull Terrier","Young","Female","Lacey from California","Large","California","Washington","german-shepherd"
44524426,"Rat Terrier","Jack Russell Terrier","Adult","Male","Micky, A Rat terrier-Jack russell mix","Small","California","Washington","jack-russell"
43829075,"American Bulldog","Pit Bull Terrier","Young","Male","Jake Meyer","Large","California","Washington","bulldog"
43679504,"Pit Bull Terrier",,"Adult","Female","Jersy Meyer","Large","California","Washington","pitbull"
42835971,"Pit Bull Terrier",,"Adult","Male","Jack Meyer","Large","California","Washington","pitbull"
42525486,"Cairn Terrier",,"Young","Female","Oreo BB","Small","California","Washington","scottish-terrier"
42445043,"Dutch Shepherd",,"Adult","Male","Berlin","Large","California","Washington","german-shepherd"
42070399,"Pointer","Greyhound","Adult","Female","Helen Meyer","Medium","California","Washington","pointer"
41144335,"Chihuahua",,"Adult","Male","Polo Kravis","Small","California","Washington","chihuahua"
40950140,"Boxer","Pit Bull Terrier","Adult","Female","Brigid","Large","California","Washington","boxer"
40883967,"Pit Bull Terrier",,"Adult","Male","Emmet Meyer","Medium","California","Washington","pitbull"
40103682,"Rat Terrier","Jack Russell Terrier","Adult","Female","Tami a Rat terrier-Jack Russell mix","Small","California","Washington","jack-russell"
38664932,"Pit Bull Terrier",,"Adult","Female","Cordelia Meyer","Large","California","Washington","pitbull"
38495992,"Pit Bull Terrier",,"Young","Female","Felicity Meyer","Large","California","Washington","pitbull"
45972195,"Galgo Spanish Greyhound",,"Adult","Female","Ita","Medium","Spain","Virginia","greyhound"
45972166,"Galgo Spanish Greyhound",,"Adult","Female","Moravita","Medium","Spain","Virginia","greyhound"
45907929,"Whippet",,"Adult","Female","Joy","Medium","South Korea","Virginia","greyhound"
45907825,"Italian Greyhound",,"Adult","Female","Cookie","Medium","South Korea","Virginia","chihuahua"
45907308,"Italian Greyhound",,"Adult","Female","Choco","Medium","South Korea","Virginia","chihuahua"
45192185,"Borzoi","Greyhound","Adult","Female","Zabava","Medium","Russia","Virginia","greyhound"
45183644,"Saluki",,"Young","Male","Noah","Medium","Qatar","Virginia","greyhound"
45972205,"Galgo Spanish Greyhound",,"Adult","Male","Campanero","Medium","Spain","Indiana","greyhound"
45972178,"Galgo Spanish Greyhound",,"Adult","Male","Floro","Medium","Spain","Indiana","greyhound"
44148011,"Galgo Spanish Greyhound",,"Adult","Male","Ruben","Large","Spain","Indiana","greyhound"
45813914,"Pit Bull Terrier",,"Adult","Male","Yugo (specialized adoption)","Large","Canada","Minnesota","pitbull"
45909158,"Rottweiler",,"Adult","Male","Cash","Extra Large","Tennessee","New Hampshire","rottweiler"
45744690,"Terrier",,"Adult","Male","Max","Small","Texas","Ohio","schnauzer"
44978259,"Treeing Walker Coonhound",,"Adult","Female","Charlotte","Large","West Virginia","Virginia","beagle"
45531249,"Pit Bull Terrier",,"Adult","Male","Green Apple","Large","Illinois","Ohio","pitbull"
45946496,"Miniature Pinscher",,"Young","Male","Stallone","Small","Illinois","Wisconsin","miniature-pinscher"
46004187,"Shiba Inu","Mixed Breed","Adult","Female","Mi Dou","Medium","China","Arizona","shiba-inu"
45839935,"Greyhound",,"Adult","Male","Edward","Large","China","New Hampshire","greyhound"
45783389,"Collie","Mixed Breed","Adult","Female","PATCHES","Medium","China","New York","border-collie"
45632203,"Border Collie",,"Young","Male","Dylan","Medium","Thailand","New York","border-collie"
45597735,"Collie",,"Adult","Male","SCOOBY","Medium","China","New York","border-collie"
45597733,"Collie","Mixed Breed","Adult","Female","JENNY","Medium","China","New York","border-collie"
45565162,"Poodle",,"Adult","Male","Loo","Small","China","New York","poodle"
45481328,"Collie",,"Adult","Female","PANDA","Medium","China","New York","border-collie"
45479494,"Akita","Mixed Breed","Adult","Female","HUANG HUANG","Large","China","New York","akita"
44869214,"Greyhound",,"Adult","Male","Ruben","Large","China","New Hampshire","greyhound"
44827365,"Jindo",,"Adult","Male","Mario","Large","China","Connecticut","shiba-inu"
44812621,"German Shepherd Dog",,"Adult","Female","Martha","Large","China","New Jersey","german-shepherd"
44476321,"Greyhound",,"Adult","Male","Blake","Large","China","New Hampshire","greyhound"
46017432,"Retriever",,"Young","Male","Skeeter","Small","China","Virginia","golden-retriever"
46017439,"Schnauzer",,"Adult","Female","Pearl","Small","China","Virginia","schnauzer"
46017425,"Retriever",,"Adult","Male","Andrew","Small","China","Virginia","golden-retriever"
45875587,"Cocker Spaniel","Cockapoo","Adult","Female","JiaJia","Medium","China","Pennsylvania","spaniel"
45247674,"Greyhound",,"Young","Female","Cindi","Medium","China","New Jersey","greyhound"
44734282,"Greyhound",,"Young","Male","Noel","Medium","China","New Jersey","greyhound"
45562020,"Spitz","Mixed Breed","Adult","Female","Woody","Medium","China","Indiana","shiba-inu"
45907353,"Labrador Retriever","Pit Bull Terrier","Young","Female","CARSON-AR","Medium","Texas","Maine","labrador"
45675487,"Labrador Retriever",,"Young","Female","NOEL","Medium","Texas","Maine","labrador"
44967336,"Labrador Retriever",,"Adult","Female","ELSA - Reduced $250","Medium","Texas","Maine","labrador"
44759438,"Australian Cattle Dog / Blue Heeler",,"Adult","Male","WATSON-1","Medium","Texas","Maine","australian-shepherd"
44759434,"Labrador Retriever","German Shepherd Dog","Baby","Male","DARTH - $300","Large","Texas","Maine","labrador"
44759406,"Chihuahua","Fox Terrier","Young","Male","CHIP-L","Small","Texas","Maine","chihuahua"
44759435,"Golden Retriever","Pit Bull Terrier","Young","Female","HARMONY - $300","Medium","Texas","Maine","golden-retriever"
44485498,"Pekingese",,"Adult","Male","Ray Ray D190561: NO LONGER ACCEPTING APPLICATIONS","Small","China","Minnesota","shih-tzu"
46014084,"Poodle",,"Young","Male","Brownie from China","Small","China","Washington","poodle"
46014085,"Cairn Terrier",,"Young","Female","Laly from China","Small","China","Washington","scottish-terrier"
46014033,"Husky",,"Young","Male","Russ from China","Medium","China","Washington","husky"
46010646,"Staffordshire Bull Terrier","English Bulldog","Young","Male","Connor","Medium","China","Washington","pitbull"
45981602,"Jack Russell Terrier",,"Adult","Male","Jack Lonestar*","Small","Texas","New Jersey","jack-russell"
45866516,"Dachshund","Miniature Pinscher","Adult","Male","Cricket #2 in AL","Small","Kentucky","Alabama","dachshund"
45384731,"Husky",,"Adult","Male","STEELE","Large","Georgia","New York","husky"
44752726,"Pit Bull Terrier",,"Adult","Female","Josie","Small","Colorado","Utah","pitbull"
44752725,"Chow Chow",,"Senior","Male","Jacko","Small","Colorado","Utah","chow"
46039420,"Border Collie","Retriever","Adult","Male","Ryder","Medium","New Mexico","Colorado","border-collie"
45863122,"Labrador Retriever",,"Baby","Female","Kashi","Medium","Texas","Colorado","labrador"
44482621,"Terrier",,"Senior","Female","Minnie","Small","Texas","Colorado","schnauzer"
43970972,"Labrador Retriever",,"Adult","Male","Boots","Medium","Texas","Colorado","labrador"
42974623,"Australian Cattle Dog / Blue Heeler","Cattle Dog","Young","Female","Daisy  - adventure girl! Zoomie enthusiast!","Medium","Texas","Colorado","australian-shepherd"
42087443,"Hound",,"Young","Female","Jan","Medium","Ohio","Virginia","beagle"
45960926,"Labrador Retriever","Collie","Baby","Male","Kiwi","Large","North Carolina","Connecticut","labrador"
45960901,"Labrador Retriever","Collie","Baby","Female","Lime","Large","North Carolina","Connecticut","labrador"
45960816,"Labrador Retriever","Collie","Baby","Male","Fig","Large","North Carolina","Connecticut","labrador"
45838116,"Terrier",,"Senior","Female","Amelia","Medium","Georgia","Connecticut","schnauzer"
46006040,"Siberian Husky",,"Adult","Male","Finn","Medium","South Carolina","Connecticut","husky"
45872052,"Mixed Breed",,"Baby","Female","Puppy Love","Medium","South Carolina","Connecticut","mix"
45686465,"German Shepherd Dog","Pit Bull Terrier","Baby","Female","Chloe","Medium","South Carolina","Connecticut","german-shepherd"
45657252,"Boxer","Mixed Breed","Baby","Male","Leighton","Medium","South Carolina","Connecticut","boxer"
45153653,"Dutch Shepherd","Mixed Breed","Young","Female","Amber","Medium","South Carolina","Connecticut","german-shepherd"
45980935,"Dachshund",,"Young","Male","KOSMO","Small","Costa Rica","Vermont","dachshund"
46011582,"German Shorthaired Pointer",,"Adult","Male","Jasper","Medium","Costa Rica","Washington","pointer"
46010574,"Mixed Breed",,"Young","Female","Lola","Medium","Costa Rica","Washington","mix"
45966071,"Terrier","Labrador Retriever","Senior","Male","URGENT Leo","Medium","Connecticut","New York","schnauzer"
40030410,"Pit Bull Terrier","American Staffordshire Terrier","Young","Male","Leroy","Medium","Connecticut","New York","pitbull"
45768812,"Akita","Husky","Senior","Male","Bear (Courtesy Listing)","Large","Connecticut","New Jersey","akita"
45507943,"Black and Tan Coonhound","Australian Kelpie","Adult","Female","Chloe","Medium","Texas","Pennsylvania","beagle"
46028689,"Border Collie",,"Adult","Male","Troy Bolton","Large","Texas","New York","border-collie"
46028685,"Border Collie",,"Young","Male","Jason Mendoza","Medium","Texas","New York","border-collie"
45576234,"Shepherd",,"Baby","Male","JR","Medium","Texas","New York","german-shepherd"
45414550,"Labrador Retriever",,"Young","Female","Suzy Bishop","Medium","Texas","New York","labrador"
45347510,"Pit Bull Terrier",,"Adult","Male","Gaten Matarazzo","Medium","Texas","New York","pitbull"
43190836,"Black Labrador Retriever","Doberman Pinscher","Baby","Female","Midna","Medium","Texas","Minnesota","labrador"
45954992,"Husky","Labrador Retriever","Baby","Male","Theon","Large","South Carolina","Washington DC","husky"
45954990,"Husky","Labrador Retriever","Baby","Female","Cersei","Large","South Carolina","Washington DC","husky"
45954991,"Husky","Labrador Retriever","Baby","Male","Tyrion","Large","South Carolina","Washington DC","husky"
45954989,"Husky","Labrador Retriever","Baby","Female","Daenerys","Large","South Carolina","Washington DC","husky"
45954993,"Husky","Labrador Retriever","Baby","Female","Arya","Large","South Carolina","Washington DC","husky"
45954994,"Husky","Labrador Retriever","Baby","Female","Sansa","Large","South Carolina","Washington DC","husky"
45954988,"Husky","Labrador Retriever","Baby","Male","Jon Snow","Large","South Carolina","Washington DC","husky"
45816519,"Saint Bernard",,"Adult","Male","Gulliver (aka Jaxson)","Extra Large","South Carolina","Washington DC","st-bernard"
46008974,"Hound",,"Adult","Female","Marleigh","Medium","North Carolina","Delaware","beagle"
45167134,"Pit Bull Terrier","Mixed Breed","Adult","Male","Dax","Medium","Virginia","Delaware","pitbull"
44763653,"Bull Terrier",,"Young","Female","IbbyLee","Medium","North Carolina","Delaware","bull-terrier"
44953336,"Pit Bull Terrier",,"Adult","Female","Lemon","Medium","New Mexico","Colorado","pitbull"
45233678,"Terrier","Chihuahua","Adult","Female","Roxy","Small","California","Washington","schnauzer"
45991566,"Yorkshire Terrier",,"Young","Male","Elliott","Small","Texas","Rhode Island","yorkshire-terrier"
38705887,"Labrador Retriever","Pharaoh Hound","Young","Female","Karma","Medium","Egypt","Arizona","labrador"
44148363,"Labrador Retriever","Greyhound","Young","Female","Soka","Medium","Egypt","New Jersey","labrador"
43624867,"Siberian Husky",,"Adult","Female","Kera","Medium","Egypt","New Jersey","husky"
43529318,"Shepherd",,"Young","Female","Hope","Medium","Egypt","New Jersey","german-shepherd"
42308856,"Greyhound","Mixed Breed","Young","Male","Turner","Medium","Egypt","New York","greyhound"
41357644,"Shepherd",,"Adult","Female","Cinderella","Medium","Egypt","New York","german-shepherd"
36887156,"German Shepherd Dog",,"Adult","Male","Chico","Large","Egypt","New Jersey","german-shepherd"
36310469,"Maltese","Terrier","Adult","Male","Puzzle","Small","Egypt","New Jersey","maltese"
35011554,"Shepherd",,"Young","Male","Beige","Medium","Egypt","New Jersey","german-shepherd"
39823687,"Shepherd",,"Young","Male","Barclay","Medium","Egypt","Iowa","german-shepherd"
45851842,"Labrador Retriever",,"Adult","Female","NY-Fifi","Medium","Puerto Rico","New York","labrador"
44715789,"German Shepherd Dog",,"Senior","Male","Klaus 0902","Large","Texas","Virginia","german-shepherd"
45672302,"Greyhound",,"Adult","Male","Leon","Large","England","New Hampshire","greyhound"
46007929,"Terrier",,"Adult","Female","Jenny","Small","South Korea","Virginia","schnauzer"
46007790,"Maltese",,"Adult","Male","Tom","Small","South Korea","Virginia","maltese"
45874193,"Terrier",,"Baby","Female","Lulu","Small","South Korea","Virginia","schnauzer"
45947826,"Hound","Beagle","Young","Male","Hobbes","Medium","West Virginia","Virginia","beagle"
42790352,"Hound","Rottweiler","Adult","Male","Joey","Medium","Georgia","Virginia","beagle"
45170409,"German Shepherd Dog",,"Young","Male","Dyno (CL)","Medium","Finland","North Carolina","german-shepherd"
46039318,"Chocolate Labrador Retriever","Retriever","Baby","Male","Yoshi","Medium","Florida","New York","labrador"
46023498,"Yellow Labrador Retriever","Shepherd","Baby","Female","Biscuit","Medium","Florida","New York","labrador"
46007640,"Miniature Pinscher","Miniature Dachshund","Adult","Female","Nikki","Small","Florida","New York","miniature-pinscher"
45985135,"Black Labrador Retriever","Retriever","Baby","Male","Moe","Medium","Florida","New York","labrador"
45985124,"Black Labrador Retriever","Retriever","Baby","Male","Larry","Medium","Florida","New York","labrador"
45985140,"Black Labrador Retriever","Retriever","Baby","Female","Curly","Medium","Florida","New York","labrador"
45989435,"English Bulldog","Rottweiler","Young","Male","Braxton","Medium","Florida","New York","bulldog"
45982948,"Great Dane","Black Labrador Retriever","Young","Male","Solomon","Large","Florida","New York","great-dane"
45982772,"Anatolian Shepherd",,"Young","Female","Raelyn","Medium","Florida","New York","german-shepherd"
27545174,"Miniature Pinscher",,"Adult","Female","Carmen","Medium","Bahamas","Florida","miniature-pinscher"
44752846,"Pit Bull Terrier",,"Adult","Male","Dingo","Small","Florida","Utah","pitbull"
44752788,"Pit Bull Terrier",,"Adult","Male","Hercules","Small","Florida","Utah","pitbull"
44752633,"Retriever",,"Adult","Male","Scooby","Small","Florida","Utah","golden-retriever"
45990171,"Wirehaired Terrier",,"Adult","Male","Axel","Medium","Florida","Massachusetts","fox-terrier"
45990156,"Great Dane","Labrador Retriever","Young","Male","Scooby","Large","Florida","Massachusetts","great-dane"
45879707,"Pit Bull Terrier",,"Young","Female","Huntress Wizard","Medium","Florida","New York","pitbull"
45843205,"Labrador Retriever","Basenji","Young","Female","Meadow","Medium","Florida","New York","labrador"
45843170,"Labrador Retriever","Beagle","Adult","Female","Dragonfly","Medium","Florida","New York","labrador"
45781394,"Boxer",,"Young","Male","Chalupa","Medium","Florida","New Jersey","boxer"
45424944,"Chihuahua","Mixed Breed","Adult","Male","YODA","Medium","Florida","New York","chihuahua"
45424916,"Labrador Retriever","Mixed Breed","Adult","Male","TOBY","Medium","Florida","New York","labrador"
45424825,"Hound","Mixed Breed","Adult","Female","TINSEL","Large","Florida","New York","beagle"
44872945,"Mixed Breed",,"Young","Female","Lady","Large","Florida","New York","mix"
44383039,"Pit Bull Terrier",,"Adult","Male","Chop","Medium","Florida","Massachusetts","pitbull"
43839443,"Siberian Husky","German Shepherd Dog","Adult","Female","Lily","Large","Florida","Connecticut","husky"
42689948,"Shepherd","Mixed Breed","Senior","Female","Princess Leia","Medium","Florida","New York","german-shepherd"
45879368,"Labrador Retriever","Mixed Breed","Young","Male","MAC","Large","Florida","Virginia","labrador"
45975988,"Mixed Breed",,"Young","Male","Bernie","Small","Florida","Pennsylvania","mix"
45932718,"Mixed Breed",,"Adult","Female","Gretchen *Foster*","Large","Florida","Pennsylvania","mix"
45570061,"Mixed Breed",,"Young","Male","Alastair *Sponsored Adoption Fee**Foster*","Medium","Florida","Pennsylvania","mix"
45341145,"Mixed Breed",,"Adult","Male","David *Sponsored adoption fee*","Large","Florida","Pennsylvania","mix"
45095299,"English Pointer",,"Adult","Female","Ruby & Opal (VA)","Large","Florida","New Jersey","pointer"
20080044,"American Staffordshire Terrier",,"Adult","Male","BamBam","Large","Florida","Georgia","pitbull"
45841588,"Shepherd","Labrador Retriever","Adult","Male","Ramsey","Large","Florida","Indiana","german-shepherd"
44978073,"Pit Bull Terrier",,"Young","Male","Rufus - Maine","Medium","Florida","Maine","pitbull"
45976725,"Labrador Retriever",,"Adult","Male","Jimmy","Medium","Florida","New Jersey","labrador"
45939086,"Hound",,"Baby","Female","Stephanie","Medium","Florida","New Jersey","beagle"
45939088,"Hound",,"Baby","Male","Jesse","Medium","Florida","New Jersey","beagle"
45622963,"Hound","Terrier","Young","Female","Mia","Large","Florida","New Jersey","beagle"
43283987,"Pit Bull Terrier","Labrador Retriever","Young","Female","Mercedes","Medium","Florida","Pennsylvania","pitbull"
45663179,"English Pointer",,"Adult","Female","Needs Foster Freya (FL)","Large","Florida","New Jersey","pointer"
45482487,"Great Pyrenees",,"Adult","Female","Ruby -  courtesy post","Large","Florida","New Hampshire","malamute"
45678307,"Pit Bull Terrier","Labrador Retriever","Young","Male","Pip","Large","Texas","New York","pitbull"
45818774,"Beagle",,"Adult","Male","Willy","Medium","Indiana","Ohio","beagle"
41780983,"Pit Bull Terrier",,"Adult","Female","Hershey","Large","Indiana","Ohio","pitbull"
45353489,"Beagle",,"Young","Male","Bentley","Medium","Virginia","Maryland","beagle"
44971754,"Chihuahua",,"Adult","Male","Gambino","Small","North Carolina","Virginia","chihuahua"
44971695,"Chihuahua",,"Adult","Male","Carmine","Small","North Carolina","Virginia","chihuahua"
44354740,"Labrador Retriever","Basset Hound","Adult","Female","Rose Talbot-Bassador","Medium","Georgia","Pennsylvania","labrador"
45835909,"Spitz","Pomeranian","Adult","Male","Ace","Small","South Korea","New York","shiba-inu"
45988360,"Weimaraner",,"Baby","Male","Habanero","Medium","Georgia","Massachusetts","greyhound"
45988332,"Weimaraner",,"Baby","Male","Cayenne","Medium","Georgia","Massachusetts","greyhound"
45988288,"Weimaraner",,"Baby","Female","Ghost","Medium","Georgia","Massachusetts","greyhound"
45988223,"Weimaraner",,"Baby","Male","Jalapeño","Medium","Georgia","Massachusetts","greyhound"
45988216,"Weimaraner",,"Baby","Female","Carolina","Medium","Georgia","Massachusetts","greyhound"
45988200,"Weimaraner",,"Baby","Female","Bell","Medium","Georgia","Massachusetts","greyhound"
45988186,"Weimaraner",,"Baby","Male","Chili","Medium","Georgia","Massachusetts","greyhound"
45988178,"Weimaraner",,"Baby","Female","Scotch","Medium","Georgia","Massachusetts","greyhound"
45988152,"Retriever",,"Young","Male","Will","Medium","Georgia","Massachusetts","golden-retriever"
45988129,"Retriever",,"Young","Female","Kate","Medium","Georgia","Massachusetts","golden-retriever"
45988082,"Border Collie","Boxer","Adult","Male","Jack","Medium","Georgia","Massachusetts","border-collie"
45982414,"Pit Bull Terrier",,"Baby","Female","Hellun","Medium","Georgia","New York","pitbull"
45982397,"Yorkshire Terrier",,"Young","Male","Toby","Small","Georgia","New York","yorkshire-terrier"
45982374,"Retriever",,"Young","Female","Siri","Medium","Georgia","New York","golden-retriever"
45619500,"Chihuahua",,"Adult","Female","Chelsea","Small","Georgia","New York","chihuahua"
45465923,"Shepherd",,"Baby","Male","Coal","Medium","Georgia","New York","german-shepherd"
45405317,"Hound",,"Young","Female","Millie","Medium","Georgia","New York","beagle"
45397255,"Vizsla","Hound","Young","Female","Oggy","Medium","Georgia","New Jersey","pointer"
45395413,"Labrador Retriever",,"Young","Female","Dove","Medium","Georgia","New York","labrador"
45381579,"Labrador Retriever",,"Senior","Female","Belle","Medium","Georgia","New York","labrador"
45358573,"Pit Bull Terrier",,"Young","Female","Shay","Large","Georgia","New York","pitbull"
45325874,"American Bulldog",,"Young","Female","Naomi","Medium","Georgia","New York","bulldog"
45256848,"Pit Bull Terrier",,"Adult","Female","Roxy","Large","Georgia","New York","pitbull"
45226508,"Boxer",,"Young","Female","Victoria","Large","Georgia","New York","boxer"
45104128,"Labrador Retriever",,"Young","Female","Ana Lucia","Large","Georgia","New York","labrador"
45013786,"Labrador Retriever",,"Young","Female","Rae","Large","Georgia","New York","labrador"
45013788,"Labrador Retriever",,"Young","Female","Rachelle","Large","Georgia","New York","labrador"
44921752,"Pit Bull Terrier",,"Young","Female","Asta","Medium","Georgia","New York","pitbull"
44699303,"Labrador Retriever",,"Young","Male","Adrian","Medium","Georgia","New York","labrador"
44691046,"American Bulldog",,"Baby","Male","Tyrian","Medium","Georgia","New York","bulldog"
44649395,"Labrador Retriever",,"Young","Male","Ferdi","Medium","Georgia","New Jersey","labrador"
44417415,"Basset Hound","Corgi","Young","Male","Wabo","Medium","Georgia","New Jersey","basset"
44118324,"Pit Bull Terrier",,"Adult","Female","Savannah","Large","Georgia","New York","pitbull"
43988448,"Poodle",,"Senior","Male","Orville","Small","Georgia","New York","poodle"
43671517,"Husky",,"Adult","Male","Cedar","Large","Georgia","New York","husky"
43438084,"Terrier",,"Young","Male","Curio","Medium","Georgia","New Jersey","schnauzer"
43270299,"Boxer","Mixed Breed","Young","Male","Eagle and Chief","Medium","Georgia","Connecticut","boxer"
42071615,"Shepherd","Labrador Retriever","Young","Female","Missy","Large","Georgia","New York","german-shepherd"
41543587,"Hound",,"Adult","Male","Morris","Large","Georgia","New York","beagle"
39500870,"Hound","Terrier","Young","Female","Sugar","Medium","Georgia","New York","beagle"
38588775,"American Staffordshire Terrier",,"Adult","Male","Max","Medium","Georgia","New York","pitbull"
45990795,"Papillon","Chihuahua","Adult","Male","Redd","Small","Georgia","Maryland","chihuahua"
45766430,"Coonhound",,"Young","Female","Julie","Medium","Georgia","Pennsylvania","beagle"
45743219,"Labrador Retriever","Hound","Adult","Male","Jack","Large","Georgia","Maryland","labrador"
45737560,"Miniature Pinscher","Chihuahua","Senior","Female","DG","Small","Georgia","Maryland","miniature-pinscher"
45567110,"Border Collie",,"Adult","Male","Linus","Medium","Georgia","Virginia","border-collie"
44984440,"Staffordshire Bull Terrier",,"Adult","Male","Blue","Medium","Georgia","Maryland","pitbull"
44514710,"Labrador Retriever",,"Senior","Female","Peaches","Large","Georgia","Maryland","labrador"
44514663,"Labrador Retriever",,"Senior","Female","Lucy","Large","Georgia","Maryland","labrador"
44111744,"Jack Russell Terrier",,"Young","Male","Smokey Joe","Medium","Georgia","Maryland","jack-russell"
42885860,"American Bulldog",,"Adult","Female","Monica","Medium","Georgia","Virginia","bulldog"
32731441,"Pit Bull Terrier","American Bulldog","Adult","Female","Roxy","Medium","Georgia","Virginia","pitbull"
45524003,"English Pointer",,"Adult","Female","Rogue (FL)","Large","Georgia","New Jersey","pointer"
45488230,"Mixed Breed",,"Young","Female","Tonya","Medium","Georgia","Pennsylvania","mix"
45288238,"Black Labrador Retriever",,"Young","Female","Lollie","Large","Georgia","New Jersey","labrador"
44559655,"English Pointer",,"Adult","Male","Huckleberry (NC)","Medium","Georgia","New Jersey","pointer"
44339851,"Pit Bull Terrier","Mountain Cur","Adult","Female","DEE TALBOT-POCKET PITTY","Medium","Georgia","Pennsylvania","pitbull"
46021161,"Dachshund","Jack Russell Terrier","Adult","Female","Trixie Bell","Small","Georgia","Florida","dachshund"
45707695,"Plott Hound",,"Adult","Female","Jojo","Large","Georgia","Florida","labrador"
45972746,"Basenji",,"Young","Male","Champ","Small","Georgia","New Hampshire","shiba-inu"
45617634,"Australian Cattle Dog / Blue Heeler",,"Young","Male","Cody","Medium","Georgia","North Carolina","australian-shepherd"
46041682,"Hound",,"Adult","Male","Tate","Medium","Georgia","Vermont","beagle"
46031518,"Hound",,"Adult","Male","Ol' Dan","Large","Georgia","Vermont","beagle"
46031469,"Dachshund","Chihuahua","Adult","Female","Cha Cha","Small","Georgia","Vermont","dachshund"
45868944,"Hound",,"Adult","Male","Lenny","Medium","Georgia","Maine","beagle"
45975358,"Hound",,"Adult","Female","Peaches","Medium","Georgia","New Jersey","beagle"
45872356,"German Shepherd Dog",,"Young","Female","Star Beck","Large","Georgia","New Jersey","german-shepherd"
45198425,"Shih Tzu",,"Adult","Female","Precious","Small","Georgia","New Jersey","shih-tzu"
43776663,"Black Labrador Retriever",,"Adult","Male","Hogan SCAS","Medium","Georgia","New Jersey","labrador"
38062687,"Hound",,"Young","Female","Margo","Large","Georgia","New Jersey","beagle"
38062642,"Labrador Retriever","Pit Bull Terrier","Young","Female","Layla","Medium","Georgia","New Jersey","labrador"
38062273,"Shepherd","Pointer","Young","Female","Buffy","Medium","Georgia","New Jersey","german-shepherd"
45740968,"Dachshund",,"Young","Male","Orville","Small","Georgia","Pennsylvania","dachshund"
45740585,"Dachshund",,"Young","Male","Wilbur","Small","Georgia","Pennsylvania","dachshund"
43892543,"Shepherd","Pit Bull Terrier","Young","Female","Ophelia","Medium","Georgia","Pennsylvania","german-shepherd"
43892507,"Labrador Retriever",,"Young","Male","Filburt","Medium","Georgia","Pennsylvania","labrador"
45985966,"American Bulldog",,"Adult","Female","Mis Piggy","Medium","Georgia","Tennessee","bulldog"
45590165,"Papillon","Terrier","Young","Female","Matilda","Small","Georgia","Tennessee","chihuahua"
45737822,"Pit Bull Terrier","Cocker Spaniel","Young","Female","Roxie","Medium","Georgia","Virginia","pitbull"
46021892,"Miniature Pinscher",,"Senior","Female","Rose","Small","Georgia","Wisconsin","miniature-pinscher"
46021788,"Shepherd",,"Adult","Male","Rocky","Large","Georgia","Wisconsin","german-shepherd"
46021542,"Pit Bull Terrier","Labrador Retriever","Baby","Female","Missy","Medium","Georgia","Wisconsin","pitbull"
46021529,"Pit Bull Terrier","Labrador Retriever","Baby","Female","Mercie","Medium","Georgia","Wisconsin","pitbull"
46021335,"Pit Bull Terrier","Labrador Retriever","Baby","Male","Mason","Medium","Georgia","Wisconsin","pitbull"
46021312,"German Shepherd Dog","Husky","Baby","Male","Grant","Large","Georgia","Wisconsin","german-shepherd"
46021303,"German Shepherd Dog","Husky","Baby","Female","Gabby","Large","Georgia","Wisconsin","german-shepherd"
46020325,"Staffordshire Bull Terrier",,"Baby","Male","Ollie","Large","Georgia","Wisconsin","pitbull"
46020310,"Australian Cattle Dog / Blue Heeler","Jack Russell Terrier","Baby","Male","Spike","Medium","Georgia","Wisconsin","australian-shepherd"
46020297,"Australian Cattle Dog / Blue Heeler","Jack Russell Terrier","Baby","Male","Marty","Medium","Georgia","Wisconsin","australian-shepherd"
46019910,"Australian Cattle Dog / Blue Heeler","Jack Russell Terrier","Baby","Male","Cooper","Medium","Georgia","Wisconsin","australian-shepherd"
46019809,"Australian Cattle Dog / Blue Heeler","Jack Russell Terrier","Baby","Male","Buddy","Medium","Georgia","Wisconsin","australian-shepherd"
46019695,"Labrador Retriever","Boxer","Young","Male","Opie","Medium","Georgia","Wisconsin","labrador"
46019688,"Labrador Retriever","Terrier","Baby","Male","Julian","Medium","Georgia","Wisconsin","labrador"
46019685,"Labrador Retriever","Terrier","Baby","Male","Joshua","Medium","Georgia","Wisconsin","labrador"
46019666,"Labrador Retriever","Terrier","Baby","Male","Johnny","Medium","Georgia","Wisconsin","labrador"
46019642,"Labrador Retriever",,"Baby","Male","Michael","Large","Georgia","Wisconsin","labrador"
46019487,"Catahoula Leopard Dog",,"Adult","Male","Harvey","Large","Georgia","Wisconsin","australian-shepherd"
46019481,"Labrador Retriever",,"Baby","Male","Jim","Large","Georgia","Wisconsin","labrador"
46019476,"Labrador Retriever","Terrier","Baby","Female","Jane","Medium","Georgia","Wisconsin","labrador"
46019340,"Labrador Retriever","Boxer","Baby","Female","Ellie","Medium","Georgia","Wisconsin","labrador"
46019323,"Labrador Retriever",,"Baby","Male","Dwight","Large","Georgia","Wisconsin","labrador"
46019292,"Labrador Retriever",,"Baby","Female","Dolly","Large","Georgia","Wisconsin","labrador"
46019264,"Papillon",,"Baby","Female","Princess Piper","Small","Georgia","Wisconsin","chihuahua"
46019260,"Labrador Retriever",,"Baby","Female","Phoenix","Large","Georgia","Wisconsin","labrador"
